can_id,can_nam,spe_id,spe_nam,ele_typ,can_off_sta,can_off_dis,can_off,can_par_aff,exp_amo,exp_dat,agg_amo,sup_opp,pur,pay,file_num,amn_ind,tra_id,ima_num,rec_dat,prev_file_num,dissem_dt
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$20.00",02/25/2016,"$15,785.30",Support,In-House Printing - Another Feminist for Hillary,FEMINIST MAJORITY,1054986,A2,F57.4238,201603119009736256,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$25.98",01/28/2016,"$5,553.98",Support,"Web Domain - She Wins, We Win",Aplus.net,1054986,A2,F57.4226,201603119009736252,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$29.87",01/28/2016,"$6,630.72",Support,"Payroll & Benefits - She Wins, We Win","Rader, Beth",1054986,A2,F57.4241,201603119009736257,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$30.00",02/25/2016,"$15,765.30",Support,Graphic Design - Another Feminist for Hillary,"Rios, Camen",1054986,A2,F57.4244,201603119009736258,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$32.00",02/25/2016,"$15,735.30",Support,In-House Printing - Another Feminist for Hillary,FEMINIST MAJORITY,1054986,A2,F57.4236,201603119009736256,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$45.00",02/22/2016,"$8,437.15",Support,Online Advertising - Another Feminist for Hillary,Thunderclap,1054986,A2,F57.4249,201603119009736260,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$46.44",02/23/2016,"$8,643.59",Support,Paid DistributionTravel Expenses- Another Feminist for Hillary,"Stivers, Rachel",1054986,A2,F57.4352,201603119009736260,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$58.00",01/28/2016,"$5,528.00",Support,"Web Hosting - She Wins, We Win",WP Engine,1054986,A2,F57.4251,201603119009736261,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$62.50",02/15/2016,"$8,392.15",Support,"Website Update - She Wins, We Win",Beth Soderberg Web Design & Development,1054986,A2,F57.4443,201603119009736253,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$100.00",02/25/2016,"$15,885.30",Support,Online Advertising - Another Feminist for Hillary (Estimated),Twitter,1054986,A2,F57.4250,201603119009736261,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$109.53",02/24/2016,"$13,017.83",Support,Payroll & Benefits - Another Feminist for Hillary,"Rader, Beth",1054986,A2,F57.4240,201603119009736257,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$160.00",02/22/2016,"$8,597.15",Support,Ad Design - Another Feminist for Hillary,"Rios, Camen",1054986,A2,F57.4243,201603119009736258,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$40.00",02/25/2016,"$325.00",Support,Paid Distribution - Another Feminist for Hillary,"Byrd, Jennifer",1052480,A1,F57.4260,201602289009629774,02/28/2016,1052413, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$209.14",02/25/2016,"$534.14",Support,Printing - Another Feminist for Hillary,The UPS Store,1052480,A1,F57.4263,201602289009629774,02/28/2016,1052413, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$1,920.00",02/26/2016,"$2,454.14",Support,Paid Distribution - Another Feminist for Hillary (estimated remaining),"Byrd, Jennifer",1052482,A1,F57.4259,201602289009629777,02/28/2016,1052414, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$1,200.91",02/24/2016,"$11,459.42",Support,Printing - Another Feminist for Hillary,AST Sportswear Inc.,1054986,A2,F57.4227,201603119009736252,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$1,439.61",01/28/2016,"$8,329.65",Support,"Payroll & Benefits - She Wins, We Win","Smeal, Eleanor",1054986,A2,F57.4246,201603119009736259,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$1,614.92",02/24/2016,"$10,258.51",Support,Printing - Another Feminist for Hillary,Mark Weiss Associates,1054986,A2,F57.4239,201603119009736257,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$2,066.25",02/25/2016,"$15,703.30",Support,Graphic Design - Another Feminist for Hillary,Brandi Phipps Communications,1054986,A2,F57.4434,201603119009736254,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$2,525.00",01/28/2016,"$5,470.00",Support,"Web Design - She Wins, We Win",Beth Soderberg Web Design & Development,1054986,A2,F57.4228,201603119009736252,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$2,945.00",01/28/2016,"$2,945.00",Support,"Web Design - She Wins, We Win",Brandi Phipps Communications,1054986,A2,F57.4232,201603119009736253,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$16.00",02/26/2016,"$16,063.80",Support,In-House Printing - Another Feminist for Hillary,FEMINIST MAJORITY,1054987,A1,F57.4356,201603119009736263,03/11/2016,1053187, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$36.06",03/02/2016,"$18,650.86",Support,Shipping - Another Feminist for Hillary,FedEx,1054988,A1,F57.4445,201603119009736265,03/11/2016,1053259, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$55.00",03/02/2016,"$16,118.80",Support,Printing - Another Feminist for Hillary,Copy Express of Charlotte,1054988,A1,F57.4358,201603119009736265,03/11/2016,1053259, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$16,310.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Hagstrom, Emily",1054988,A1,F57.4359,201603119009736266,03/11/2016,1053259, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$16,502.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Tiller, Rain",1054988,A1,F57.4387,201603119009736269,03/11/2016,1053259, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$16,694.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Rorie, Shacora",1054988,A1,F57.4388,201603119009736268,03/11/2016,1053259, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$16,886.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Mangum, Nabila",1054988,A1,F57.4390,201603119009736267,03/11/2016,1053259, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$17,078.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Leeper, Gabrielle",1054988,A1,F57.4391,201603119009736267,03/11/2016,1053259, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$17,270.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Prevatt, Pamula",1054988,A1,F57.4392,201603119009736268,03/11/2016,1053259, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$17,462.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Moore, Danielle",1054988,A1,F57.4393,201603119009736268,03/11/2016,1053259, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$17,654.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Sessoms, Tamara",1054988,A1,F57.4394,201603119009736269,03/11/2016,1053259, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$17,846.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Bonner, Cyera",1054988,A1,F57.4395,201603119009736265,03/11/2016,1053259, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$18,038.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Gruchacz, Ava",1054988,A1,F57.4396,201603119009736266,03/11/2016,1053259, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$18,230.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Schreiber, Sophia",1054988,A1,F57.4397,201603119009736269,03/11/2016,1053259, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$18,422.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Jeffries, Sarah",1054988,A1,F57.4398,201603119009736267,03/11/2016,1053259, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$18,614.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Hale, Madison",1054988,A1,F57.4399,201603119009736266,03/11/2016,1053259, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$445.20",03/03/2016,"$19,096.06",Support,Printing - Another Feminist for Hillary,Valley Press Inc.,1054988,A1,F57.4360,201603119009736270,03/11/2016,1053259, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$259.32",02/24/2016,"$13,168.21",Support,Payroll & Benefits - Another Feminist for Hillary,"Spillar, Kathy",1052377,N,F57.4247,201602269009628455,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$261.00",01/28/2016,"$5,814.98",Support,"Web Hosting - She Wins, We Win (Estimated Cost)",WP Engine,1052377,N,F57.4252,201602269009628456,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$306.90",02/24/2016,"$12,406.43",Support,Printing - Another Feminist for Hillary,Reston Shirt & Graphic Co. Inc.,1052377,N,F57.4242,201602269009628453,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$359.90",02/24/2016,"$13,528.11",Support,Payroll & Benefits - Another Feminist for Hillary,"Smeal, Eleanor",1052377,N,F57.4245,201602269009628454,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$392.93",02/24/2016,"$12,799.36",Support,Payroll & Benefits - Another Feminist for Hillary,"Burroughs, Gaylynn",1052377,N,F57.4233,201602269009628450,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$749.05",02/24/2016,"$12,099.53",Support,Printing - Another Feminist for Hillary,"Dr. Don's Buttons, Badges and Magnets",1052377,N,F57.4235,201602269009628451,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$785.87",01/28/2016,"$6,600.85",Support,"Payroll & Benefits - She Wins, We Win","Burroughs, Gaylynn",1052377,N,F57.4234,201602269009628450,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$1,200.91",02/24/2016,"$11,350.48",Support,Printing - Another Feminist for Hillary,AST Sportswear Inc.,1052377,N,F57.4227,201602269009628448,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$1,439.61",01/28/2016,"$8,329.65",Support,"Payroll & Benefits - She Wins, We Win","Smeal, Eleanor",1052377,N,F57.4246,201602269009628454,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$1,614.92",02/24/2016,"$10,149.57",Support,Printing - Another Feminist for Hillary,Mark Weiss Associates,1052377,N,F57.4239,201602269009628452,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$1,662.50",02/25/2016,"$15,190.61",Support,Graphic Design - Another Feminist for Hillary (Estimated cost),Brandi Phipps Communications,1052377,N,F57.4231,201602269009628450,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$2,525.00",01/28/2016,"$5,470.00",Support,"Web Design - She Wins, We Win",Beth Soderberg Web Design & Development,1052377,N,F57.4228,201602269009628448,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$2,945.00",01/28/2016,"$2,945.00",Support,"Web Design - She Wins, We Win",Brandi Phipps Communications,1052377,N,F57.4232,201602269009628449,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$17,429.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Sessoms, Tamara",1053259,N,F57.4394,201603049009643725,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$17,621.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Bonner, Cyera",1053259,N,F57.4395,201603049009643721,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$17,813.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Gruchacz, Ava",1053259,N,F57.4396,201603049009643721,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$18,005.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Schreiber, Sophia",1053259,N,F57.4397,201603049009643724,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$18,197.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Jeffries, Sarah",1053259,N,F57.4398,201603049009643722,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$18,389.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Hale, Madison",1053259,N,F57.4399,201603049009643722,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$445.20",03/03/2016,"$18,835.00",Support,Printing - Another Feminist for Hillary,Valley Press Inc.,1053259,N,F57.4360,201603049009643725,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$285.00",02/25/2016,"$285.00",Support,Graphic Design - Another Feminist for Hillary (Estimated cost),Brandi Phipps Communications,1052377,N,F57.4229,201602269009628449,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,VA,00,P,Dem,"$48.00",02/22/2016,"$356.75",Support,In-House Printing - Another Feminist for Hillary,FEMINIST MAJORITY,1052377,N,F57.4237,201602269009628451,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,VA,00,P,Dem,"$308.75",02/22/2016,"$308.75",Support,Graphic Design - Another Feminist for Hillary (Estimated cost),Brandi Phipps Communications,1052377,N,F57.4230,201602269009628449,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$20.00",02/25/2016,"$15,272.61",Support,In-House Printing - Another Feminist for Hillary,FEMINIST MAJORITY,1052377,N,F57.4238,201602269009628452,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$3,006.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Hale, Madison",1053188,N,F57.4428,201603039009643103,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$89.50",02/27/2016,"$3,096.39",Support,Shipping - Another Feminist for Hillary,FedEx Office,1053188,N,F57.4415,201603039009643102,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$385.49",02/29/2016,"$3,481.88",Support,Printing - Another Feminist for Hillary,FedEx,1053189,N,F57.4354,201603039009643108,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$40.00",02/25/2016,"$253.75",Support,Paid Distribution - Another Feminist for Hillary,"Byrd, Jennifer",1053248,A2,F57.4260,201603049009643683,03/04/2016,1052480, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$209.14",02/25/2016,"$462.89",Support,Printing - Another Feminist for Hillary,The UPS Store,1053248,A2,F57.4263,201603049009643683,03/04/2016,1052480, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$55.00",03/02/2016,"$15,893.80",Support,Printing - Another Feminist for Hillary,Copy Express of Charlotte,1053259,N,F57.4358,201603049009643721,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$16,085.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Hagstrom, Emily",1053259,N,F57.4359,201603049009643722,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$16,277.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Tiller, Rain",1053259,N,F57.4387,201603049009643725,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$16,469.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Rorie, Shacora",1053259,N,F57.4388,201603049009643724,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$16,661.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Mangum, Nabila",1053259,N,F57.4390,201603049009643723,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$16,853.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Leeper, Gabrielle",1053259,N,F57.4391,201603049009643723,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$17,045.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Prevatt, Pamula",1053259,N,F57.4392,201603049009643724,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$17,237.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Moore, Danielle",1053259,N,F57.4393,201603049009643723,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$2,525.00",01/28/2016,"$5,470.00",Support,"Web Design - She Wins, We Win",Beth Soderberg Web Design & Development,1053179,A1,F57.4228,201603039009642935,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$2,945.00",01/28/2016,"$2,945.00",Support,"Web Design - She Wins, We Win",Brandi Phipps Communications,1053179,A1,F57.4232,201603039009642936,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$1,920.00",02/26/2016,"$2,382.89",Support,Paid Distribution - Another Feminist for Hillary (estimated remaining),"Byrd, Jennifer",1053181,A2,F57.4259,201603039009643012,03/03/2016,1052482, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$16.00",02/26/2016,"$15,838.80",Support,In-House Printing - Another Feminist for Hillary,FEMINIST MAJORITY,1053187,N,F57.4356,201603039009643100,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,430.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Hagstrom, Emily",1053188,N,F57.4416,201603039009643103,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,478.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Tiller, Rain",1053188,N,F57.4417,201603039009643106,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,526.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Rorie, Shacora",1053188,N,F57.4418,201603039009643105,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,574.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Mangum, Nabila",1053188,N,F57.4419,201603039009643104,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,622.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Leeper, Gabrielle",1053188,N,F57.4420,201603039009643104,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,670.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Prevatt, Pamula",1053188,N,F57.4421,201603039009643105,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$261.00",01/28/2016,"$5,814.98",Support,"Web Hosting - She Wins, We Win (Estimated Cost)",WP Engine,1054986,A2,F57.4252,201603119009736261,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,718.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Moore, Danielle",1053188,N,F57.4422,201603039009643104,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,766.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Sessoms, Tamara",1053188,N,F57.4423,201603039009643106,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,814.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Bonner, Cyera",1053188,N,F57.4424,201603039009643102,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,862.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Gruchacz, Ava",1053188,N,F57.4425,201603039009643102,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,910.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Schreiber, Sophia",1053188,N,F57.4426,201603039009643105,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,958.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Jeffries, Sarah",1053188,N,F57.4427,201603039009643103,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$162.50",02/25/2016,"$16,047.80",Support,Graphic Design - Another Feminist for Hillary,Beth Soderberg Web Design & Development,1054986,A2,F57.4444,201603119009736253,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$259.32",01/28/2016,"$6,890.04",Support,"Payroll & Benefits - She Wins, We Win","Spillar, Kathy",1054986,A2,F57.4248,201603119009736259,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$259.32",02/24/2016,"$13,277.15",Support,Payroll & Benefits - Another Feminist for Hillary,"Spillar, Kathy",1054986,A2,F57.4247,201603119009736260,03/11/2016,1053179, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$40.00",02/25/2016,"$325.00",Support,Paid Distribution - Another Feminist for Hillary,"Byrd, Jennifer",1052413,N,F57.4260,201602279009629312,02/27/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$1,920.00",02/26/2016,"$2,245.00",Support,Paid Distribution - Another Feminist for Hillary (estimated remaining),"Byrd, Jennifer",1052414,N,F57.4259,201602279009629314,02/27/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$29.87",01/28/2016,"$6,630.72",Support,"Payroll & Benefits - She Wins, We Win","Rader, Beth",1053179,A1,F57.4241,201603039009642939,03/03/2016,1052377, 
